gene,11-00466,11-00473,11-00476,11-00478,11-00499,11-00503,12-00016,12-00032,12-00035,12-00069,12-00071,12-00085,12-00109,12-00111,12-00116,12-00123,12-00125,12-00127,12-00145,12-00154
ALDOA,897,24606,706,29166,29876,26213,26818,32205,26880,43557,20153,24693,25940,37711,17695,32648,92618,23232,27652,32554
ALDOB,0,14,0,9,1,8,14,4,1,2,3,7,4,1,3,3,1,7,1,3
ALDOC,7,276,4,464,1360,245,509,578,276,231,94,43,200,774,539,416,313,12,165,387
ALG1,17,365,8,311,256,454,433,226,535,772,679,347,482,271,347,787,1100,313,665,647
ALG10,8,146,3,173,208,532,260,224,345,341,347,274,357,250,402,572,126,362,403,223
ALG10B,23,506,12,783,404,1124,561,264,503,860,788,539,1075,534,1123,985,209,822,876,554
ALG11,5,107,2,123,64,287,183,83,193,255,190,119,186,152,239,323,24,112,154,98
ALG12,81,1497,54,1133,608,841,932,605,947,1224,619,633,943,498,867,1188,2580,863,676,907
ALG13,253,6292,321,3863,726,2996,2722,1159,1262,2347,1280,2140,2154,1305,1635,1703,210,1666,1354,1135
ALG14,5,49,0,104,70,85,108,62,62,157,46,44,113,84,69,121,39,29,79,126
ALG1L,0,7,0,1,4,8,6,2,2,7,4,2,6,1,18,8,5,1,1,9
ALG1L2,2,0,0,9,24,35,19,5,8,62,9,3,3,1,54,13,95,22,9,23
ALG1L9P,3,31,5,15,16,22,10,8,12,31,21,15,20,9,33,18,46,8,16,27
ALG2,52,746,55,1256,302,1152,665,396,890,911,639,454,724,703,1132,1299,501,739,1015,533
ALG3,71,1110,76,1013,1051,838,946,561,989,1574,1563,922,942,472,983,1660,2857,707,1329,1146
ALG5,41,796,29,616,333,669,655,477,638,1113,699,410,690,425,440,1099,306,402,742,919
ALG6,88,546,109,672,438,935,487,569,802,851,597,539,620,527,508,989,42,343,709,464
ALG8,144,1074,86,757,598,990,746,414,1217,1434,1372,671,906,413,753,1761,253,651,1351,1288
ALG9,125,574,68,571,408,714,576,370,547,908,534,512,666,352,730,950,271,403,785,630
ALK,0,6,1,2,1,5,5,7,1,1,0,2,3,1,5,2,1,0,1,0
ALKBH1,25,299,21,447,109,280,248,160,276,424,206,184,186,222,348,558,204,318,248,135
ALKBH2,99,769,49,633,125,284,195,95,158,563,405,189,439,71,364,458,364,192,211,454
